Business_name	Business_phone_number	Business_homepage_URL	Business_Address	Opening_hours	Takes_Reservations	Delivery	TAKE_OUT	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Android_Pay	Accepts_Bitcoin	Good_For	Parking	Bike_Parking	Good_for_Kids	Good_for_Groups	Attire	Ambience	Noise_Level	Alcohol	Outdoor_Seating	Wi_Fi	Has_TV	Caters	Gender_Neutral_Restrooms	contact_US	emails
Superstar Restaurant	(415) 585-4360	NA	4919 Mission StSan Francisco, CA 94112 b/t Kenny Aly & France Ave Excelsior	Mon --> 8:00 am - 4:30 pm ; Tue --> 8:00 am - 4:30 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 4:30 pm ; Fri --> 8:00 am - 4:30 pm ; Sat --> 8:00 am - 4:30 pm ; Sun --> NA - NA ;	No	No	Yes	No	No	No	NA	Breakfast, Lunch	Street	No	Yes	No	Casual	NA	Average	No	No	No	No	No	Yes	NA	NA
Suppenküche	(415) 252-9289	suppenkuche.com	NA	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 10:00 pm ; Sat --> 5:00 pm - 10:00 pm ; Sun --> 10:00 am - 2:30 pm5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	No	Dinner	Street	Yes	No	Yes	Casual	Casual	Very Loud	Beer & Wine Only	No	No	No	No	NA	http://www.suppenkuche.com/	NA
Surisan	(415) 771-8449	surisansf.com	505 Beach StSan Francisco, CA 94133 b/t Jones St & Leavenworth St Fisherman's Wharf, North Beach/Telegraph Hill	Mon --> 8:00 am - 2:30 pm5:00 pm - 10:00 pm ; Tue --> 8:00 am - 2:30 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 2:30 pm5:00 pm - 10:00 pm ; Fri --> 8:00 am - 2:30 pm5:00 pm - 10:00 pm ; Sat --> 8:00 am - 2:30 pm5:00 pm - 10:00 pm ; Sun --> 8:00 am - 2:30 pm5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Casual, Trendy	Average	Beer & Wine Only	Yes	Free	No	Yes	NA	https://www.surisansf.com/	NA
Sushi Bistro	(415) 933-7100	sushibistro.com	431 Balboa StSan Francisco, CA 94118 b/t 6th Ave & 5th Ave Inner Richmond	Mon --> 5:00 pm - 10:30 pm ; Tue --> 5:00 pm - 10:30 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:30 pm ; Fri --> 5:00 pm - 10:30 pm ; Sat --> 5:00 pm - 10:30 pm ; Sun --> 5:00 pm - 10:30 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	No	Yes	Yes	Casual	Trendy	Average	Beer & Wine Only	No	No	Yes	Yes	NA	http://sushibistro.com/	NA
Sushi Hon	(415) 525-4527	sushihonsf.com	2598 Harrison StSan Francisco, CA 94110 b/t 21st St & 22nd St Mission	Mon --> 5:30 pm - 10:30 pm ; Tue --> 5:30 pm - 10:30 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 10:30 pm ; Fri --> 5:30 pm - 10:30 pm ; Sat --> 5:30 pm - 10:30 pm ; Sun --> 5:30 pm - 10:30 pm ;	Yes	No	No	Yes	No	NA	No	Dinner	Street	Yes	No	Yes	Casual	Trendy	Average	Beer & Wine Only	No	Free	Yes	No	Yes	http://www.sushihonsf.com/	NA
Sushi Time	(415) 552-2280	sushitime-sf.com	2275 Market StSan Francisco, CA 94114 b/t 16th St & Noe St Castro	Mon --> 5:00 pm - 9:45 pm ; Tue --> 5:00 pm - 9:45 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 9:45 pm ; Fri --> 5:00 pm - 10:00 pm ; Sat --> 5:00 pm - 10:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	No	No	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	NA	http://www.sushitime-sf.com/	NA
Sushi Zone	(415) 621-1114	NA	1815 Market StSan Francisco, CA 94103 Mission	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 10:00 pm ; Sat --> 5:00 pm - 10:00 pm ; Sun --> NA - NA ;	No	No	No	No	No	No	NA	NA	Street	Yes	No	No	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	NA	NA	NA
Sutter St. Cafe	(415) 362-8342	450suttercafe.com	450 Sutter StSan Francisco, CA 94108 at Stockton St Union Square	Mon --> 7:00 am - 5:30 pm ; Tue --> 7:00 am - 5:30 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 5:30 pm ; Fri --> 7:00 am - 5:30 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Breakfast, Lunch	Garage	Yes	Yes	No	Casual	Casual	Average	No	No	Free	No	Yes	NA	http://450suttercafe.com/	NA
Swan Oyster Depot	(415) 673-1101	swanoysterdepot.us	1517 Polk StSan Francisco, CA 94109 b/t California St & Sacramento St Nob Hill	Mon --> 10:30 am - 5:30 pm ; Tue --> 10:30 am - 5:30 pm ; Wed --> NA - NA ; Thu --> 10:30 am - 5:30 pm ; Fri --> 10:30 am - 5:30 pm ; Sat --> 10:30 am - 5:30 pm ; Sun --> NA - NA ;	No	No	Yes	No	No	No	NA	Lunch	Street	Yes	No	No	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	NA	http://www.swanoysterdepot.us/contact-us.htm	NA
Sweet Chinito Coffee	(415) 821-3388	NA	3100 Mission StSan Francisco, CA 94110 b/t Precita Ave & Capp St Bernal Heights, Mission	Mon --> 6:30 am - 6:00 pm ; Tue --> 6:30 am - 6:00 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 6:00 pm ; Fri --> 6:30 am - 6:00 pm ; Sat --> 7:00 am - 6:00 pm ; Sun --> 7:00 am - 5:00 pm ;	No	No	Yes	Yes	No	NA	NA	Breakfast, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	Free	Yes	Yes	Yes	NA	NA
Sweet Maple	(415) 655-9169	sweetmaplesf.com	2101 Sutter StSan Francisco, CA 94115 b/t Steiner St & Pierce St Lower Pacific Heights	Mon --> 8:00 am - 3:00 pm ; Tue --> 8:00 am - 3:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 3:00 pm ; Fri --> 8:00 am - 3:00 pm ; Sat --> 8:00 am - 3:00 pm ; Sun --> 8:00 am - 3:00 pm ;	No	No	Yes	Yes	No	No	NA	Breakfast, Brunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	No	Yes	http://www.sweetmaplesf.com/contact/	NA
Szechuan cuisine	(415) 661-8322	tofuvillageca.com	1920 Irving StSan Francisco, CA 94122 b/t 21st Ave & 20th Ave Outer Sunset	Mon --> 11:30 am - 3:00 pm4:00 pm - 9:30 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 11:30 am - 3:00 pm4:00 pm - 9:30 pm ; Fri --> 11:30 am - 3:00 pm4:00 pm - 9:30 pm ; Sat --> 11:30 am - 3:00 pm4:00 pm - 9:30 pm ; Sun --> 11:30 am - 3:00 pm4:00 pm - 9:30 pm ;	Yes	No	Yes	Yes	No	No	NA	Lunch, Dinner	Street	No	Yes	Yes	Casual	Casual	Average	No	No	No	No	Yes	Yes	http://www.tofuvillageca.com/index.php?main_page=contact_us&amp;zenid=d0a91564407b475b5f48584a95bf3147	NA
Taboun	(415) 566-9696	NA	203 Parnassus AveSan Francisco, CA 94117 b/t Stanyan St & Woodland Ave Cole Valley, Twin Peaks, Inner Sunset	Mon --> 11:00 am - 9:30 pm ; Tue --> 11:00 am - 9:30 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 9:30 pm ; Fri --> 11:00 am - 9:30 pm ; Sat --> 11:00 am - 9:30 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	No	Yes	Yes	NA	NA
Tacolicious	(415) 649-6077	tacolicious.com	741 Valencia StSan Francisco, CA 94110 b/t 19th St & 18th St Mission	Mon --> 11:30 am - 12:00 am ; Tue --> 11:30 am - 12:00 am ; Wed --> NA - NA ; Thu --> 11:30 am - 12:00 am ; Fri --> 11:30 am - 12:00 am ; Sat --> 11:30 am - 12:00 am ; Sun --> 11:30 am - 12:00 am ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner	Street	Yes	No	Yes	Casual	Trendy	Loud	Full Bar	Yes	No	Yes	Yes	NA	http://tacolicious.com/contact	info@tacolicious.com
Tacorea	(415) 885-1325	tacoreasf.com	809 Bush StSan Francisco, CA 94108 b/t Taylor St & Mason St Lower Nob Hill, Union Square	Mon --> 11:30 am - 3:00 pm6:00 pm - 9:00 pm ; Tue --> 11:30 am - 3:00 pm6:00 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 3:00 pm6:00 pm - 9:00 pm ; Fri --> NA - NA ; Sat --> 11:30 am - 3:00 pm6:00 pm - 9:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	Yes	No	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	No	Yes	http://www.tacoreasf.com/	NA
Tacorgasmico	(415) 565-0655	tacorgasmico.com	2337 Market StSan Francisco, CA 94114 b/t Noe St & Castro St Castro	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 11:00 am - 11:00 pm ; Sat --> 11:00 am - 11:00 pm ; Sun --> 11:00 am - 10:00 pm ;	No	Yes	Yes	Yes	Yes	NA	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	No	Yes	Yes	NA	http://tacorgasmico.com/	NA
Tacos Club	(415) 796-2818	NA	2312 Market StSan Francisco, CA 94114 b/t Noe St & Castro St Duboce Triangle	Mon --> 11:00 am - 10:00 pm ; Tue --> 11:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 10:00 pm ; Fri --> 11:00 am - 2:00 am ; Sat --> 9:00 am - 2:00 am ; Sun --> 9:00 am - 10:00 pm ;	No	No	Yes	Yes	No	NA	NA	Lunch, Dinner	Street	Yes	Yes	No	Casual	Casual	Average	Beer & Wine Only	Yes	No	Yes	No	Yes	NA	NA
Tadu Ethiopian Kitchen	(415) 409-6649	taduethiopiankitchen.com	484 Ellis StSan Francisco, CA 94102 b/t Jones St & Leavenworth St Tenderloin	Mon --> 11:30 am - 9:00 pm ; Tue --> 11:30 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 9:00 pm ; Fri --> 11:30 am - 9:00 pm ; Sat --> 11:30 am - 9:00 pm ; Sun --> 11:30 am - 9:00 pm ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner	Street	No	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	Yes	http://taduethiopiankitchen.com/contact-us/	NA
Takara Sushi	(415) 626-7864	takarasushitogo.com	4243 18th StSan Francisco, CA 94114 b/t Diamond St & Collingwood St Castro	Mon --> 11:30 am - 2:30 pm4:30 pm - 9:30 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm4:30 pm - 9:30 pm ; Fri --> 11:30 am - 2:30 pm4:30 pm - 10:30 pm ; Sat --> 11:30 am - 2:30 pm4:30 pm - 10:30 pm ; Sun --> 11:30 am - 2:30 pm4:30 pm - 9:30 pm ;	Yes	Yes	Yes	Yes	No	NA	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	Yes	NA	http://takarasushitogo.com/	NA
Takoba SF	(415) 361-0448	takobasf.com	Located inJohn Colins 138 Minna StSan Francisco, CA 94105 at New Montgomery St Financial District, SoMa	Mon --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Tue --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Fri --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Sat --> 5:00 pm - 10:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	NA	No	Dinner	Garage, Street	Yes	No	No	Casual	Casual, Trendy	Average	Full Bar	No	Free	No	Yes	Yes	http://takobasf.com/	takobasf@gmail.com, company-email@email.com
Taqueria Cancún	(415) 252-9560	NA	2288 Mission StSan Francisco, CA 94110 b/t 19th St & 18th St Mission	Mon --> 10:00 am - 12:30 am ; Tue --> 10:00 am - 12:30 am ; Wed --> NA - NA ; Thu --> 10:00 am - 12:30 am ; Fri --> 10:00 am - 12:30 am ; Sat --> 10:00 am - 12:30 am ; Sun --> 10:00 am - 12:30 am ;	No	No	Yes	No	No	No	NA	Lunch, Dinner, Late Night	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	NA	NA
Taqueria Cazadores	(628) 400-5914	NA	1600 Mission StSan Francisco, CA 94103 b/t Van Ness Ave & 12th St SoMa	Mon --> 8:00 am - 11:00 pm ; Tue --> 8:00 am - 11:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 11:00 pm ; Fri --> 8:00 am - 11:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	Yes	NA	NA	Street	Yes	Yes	No	Casual	Casual	Average	No	Yes	Free	No	Yes	NA	NA	NA
Taqueria el Buen Sabor	(415) 552-8816	NA	697 Valencia StSan Francisco, CA 94110 b/t Sycamore St & 18th St Mission	Mon --> 10:00 am - 10:30 pm ; Tue --> 10:00 am - 10:30 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 10:30 pm ; Fri --> 10:00 am - 10:30 pm ; Sat --> 10:00 am - 10:30 pm ; Sun --> 10:00 am - 10:30 pm ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	NA	NA
Taqueria El Castillito Star	(415) 885-0866	NA	250 Golden Gate AveSan Francisco, CA 94102 b/t Dale Pl & Hyde St Civic Center	Mon --> 9:00 am - 9:30 pm ; Tue --> 9:00 am - 9:30 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 9:30 pm ; Fri --> 9:00 am - 9:30 pm ; Sat --> 9:00 am - 9:30 pm ; Sun --> 9:00 am - 9:30 pm ;	No	No	Yes	No	No	No	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	NA	NA	NA
Taqueria Guadalajara	(415) 469-5480	NA	4798 Mission StSan Francisco, CA 94112 b/t Onondaga Ave & Russia Ave Mission Terrace, Outer Mission, Excelsior	Mon --> 9:30 am - 2:00 am ; Tue --> 9:30 am - 2:00 am ; Wed --> NA - NA ; Thu --> 9:30 am - 2:00 am ; Fri --> 9:30 am - 4:00 am ; Sat --> 9:30 am - 4:00 am ; Sun --> 9:30 am - 2:00 am ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner, Late Night	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	NA	NA	NA
Taqueria Guadalajara	(415) 642-4892	NA	3146 24th StSan Francisco, CA 94110 b/t Folsom St & Shotwell St Mission	Mon --> 10:00 am - 1:00 am ; Tue --> 10:00 am - 1:00 am ; Wed --> NA - NA ; Thu --> 10:00 am - 4:00 am ; Fri --> 10:00 am - 4:00 am ; Sat --> 10:00 am - 1:00 am ; Sun --> 10:00 am - 1:00 am ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	Yes	NA	NA
Taqueria Los Coyotes	(415) 861-3708	taquerialoscoyotes.com	3036 16th StSan Francisco, CA 94103 b/t Wiese St & Julian Ave Mission	Mon --> 9:30 am - 10:30 pm ; Tue --> 9:30 am - 10:30 pm ; Wed --> NA - NA ; Thu --> 9:30 am - 10:30 pm ; Fri --> 9:30 am - 3:30 am ; Sat --> 9:00 am - 3:30 am ; Sun --> 9:00 am - 12:00 am ;	Yes	No	Yes	Yes	No	NA	NA	Lunch, Dinner, Late Night	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	Free	Yes	Yes	NA	http://taquerialoscoyotes.com/	loscoyotestaqueria@att.net
Taqueria San Francisco	(415) 641-1770	taqueriasanfrancisco.com	2794 24th StSan Francisco, CA 94110 b/t York St & Hampshire St Mission	Mon --> 10:00 am - 9:30 pm ; Tue --> 10:00 am - 9:30 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 9:30 pm ; Fri --> 10:00 am - 9:30 pm ; Sat --> 10:00 am - 9:30 pm ; Sun --> 10:00 am - 9:30 pm ;	No	No	Yes	No	No	NA	NA	NA	Street	Yes	Yes	Yes	Casual	Divey, Casual	Average	Beer & Wine Only	No	No	Yes	No	NA	http://www.taqueriasanfrancisco.com/	NA
Taqueria Vallarta	(415) 826-8116	NA	3033 24th StSan Francisco, CA 94110 b/t Treat Ave & Balmy St Mission	Mon --> 8:00 am - 1:00 am ; Tue --> 8:00 am - 1:00 am ; Wed --> NA - NA ; Thu --> 8:00 am - 1:00 am ; Fri --> 8:00 am - 3:30 am ; Sat --> 8:00 am - 3:30 am ; Sun --> 8:00 am - 1:00 am ;	No	No	Yes	Yes	No	No	No	Lunch, Dinner, Late Night	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	Yes	Yes	NA	NA
Tara Indian Cuisine	(415) 861-6655	taraindian.com	2217 Market StSan Francisco, CA 94114 b/t Sanchez St & 16th St Castro	Mon --> 11:00 am - 10:30 pm ; Tue --> 11:00 am - 10:30 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 10:30 pm ; Fri --> 11:00 am - 10:30 pm ; Sat --> 11:00 am - 10:30 pm ; Sun --> 11:00 am - 10:30 pm ;	Yes	Yes	Yes	Yes	No	No	NA	Dinner	Street	Yes	Yes	Yes	Casual	Casual	Quiet	Beer & Wine Only	No	No	Yes	No	NA	http://taraindian.com/	NA
Tartine Bakery &amp; Cafe	(415) 487-2600	tartinebakery.com	600 Guerrero StSan Francisco, CA 94110 b/t 19th St & 18th St Mission	Mon --> 8:00 am - 7:00 pm ; Tue --> 7:30 am - 7:00 pm ; Wed --> NA - NA ; Thu --> 7:30 am - 8:00 pm ; Fri --> 7:30 am - 8:00 pm ; Sat --> 8:00 am - 8:00 pm ; Sun --> 8:00 am - 8:00 pm ;	No	No	Yes	Yes	No	No	NA	Breakfast, Brunch	Street	Yes	Yes	No	Casual	Casual	Loud	No	Yes	No	No	No	Yes	http://www.tartinebakery.com/contact/	info@tartinebakery.com, zach@tartinebakery.com
Tasty Pot	(415) 666-3888	tastypotusa.com	815 Clement StSan Francisco, CA 94118 b/t 10th Ave & 9th Ave Inner Richmond	Mon --> 11:30 am - 3:00 pm5:00 pm - 10:00 pm ; Tue --> 11:30 am - 3:00 pm5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 3:00 pm5:00 pm - 10:00 pm ; Fri --> 11:30 am - 3:00 pm5:00 pm - 11:00 pm ; Sat --> 11:30 am - 11:00 pm ; Sun --> 11:30 am - 10:00 pm ;	No	No	No	Yes	No	No	NA	Lunch, Dinner	Street	No	Yes	Yes	Casual	Casual, Trendy	Average	No	No	Free	Yes	No	Yes	https://www.tastypotusa.com/	NA
Tataki	(415) 931-1182	tatakisushibar.com	2827 California StSan Francisco, CA 94115 b/t Divisadero St & Broderick St Lower Pacific Heights	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 10:30 pm ; Sat --> 5:00 pm - 10:30 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	No	Dinner	Street	No	No	No	Casual	Casual	Average	Beer & Wine Only	No	No	No	Yes	Yes	https://www.tatakisushibar.com/	NA
Taylor Street Coffee Shop	(415) 567-4031	NA	375 Taylor StSan Francisco, CA 94102 b/t Ellis St & Ofarrell St Tenderloin	Mon --> 7:00 am - 2:00 pm ; Tue --> 7:00 am - 2:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 2:00 pm ; Fri --> 7:00 am - 2:00 pm ; Sat --> 7:00 am - 2:00 pm ; Sun --> 7:00 am - 2:00 pm ;	No	No	Yes	Yes	No	No	NA	Breakfast, Brunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	No	NA	NA	NA
Tín Vietnamese Cuisine	(415) 882-7188	tinsf.com	937 Howard StSan Francisco, CA 94103 b/t 6th St & 5th St SoMa	Mon --> 11:30 am - 3:00 pm5:30 pm - 10:00 pm ; Tue --> 11:30 am - 3:00 pm5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 3:00 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 3:00 pm5:30 pm - 10:00 pm ; Sat --> 11:30 am - 3:00 pm5:30 pm - 10:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	NA	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://tinsf.com/	NA
Tú Lan	(415) 626-0927	tulan-vn-restaurant.com	8 6th StSan Francisco, CA 94103 at Stevenson St SoMa	Mon --> 11:00 am - 9:30 pm ; Tue --> 11:00 am - 9:30 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 9:30 pm ; Fri --> 11:00 am - 9:30 pm ; Sat --> 11:00 am - 9:30 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner	Street	No	Yes	No	Casual	NA	Average	Beer & Wine Only	No	No	No	No	Yes	http://tulan-vn-restaurant.com/	NA
Teds Market	(415) 552-0309	tedsmarket.com	1530 Howard StSan Francisco, CA 94103 b/t 11th St & Lafayette St SoMa	Mon --> 6:00 am - 6:30 pm ; Tue --> 6:00 am - 6:30 pm ; Wed --> NA - NA ; Thu --> 6:00 am - 6:30 pm ; Fri --> 6:00 am - 6:30 pm ; Sat --> 8:00 am - 6:00 pm ; Sun --> 9:00 am - 5:00 pm ;	No	No	Yes	Yes	No	NA	No	NA	Street	Yes	Yes	No	Casual	Casual	Average	Full Bar	No	Free	No	NA	NA	http://www.tedsmarket.com/	NA
Teeth SF	(415) 285-2380	teethbarsf.com	2323 Mission StSan Francisco, CA 94110 b/t 19th St & 20th St Mission	Mon --> 4:00 pm - 2:00 am ; Tue --> 4:00 pm - 2:00 am ; Wed --> NA - NA ; Thu --> 4:00 pm - 2:00 am ; Fri --> 4:00 pm - 2:00 am ; Sat --> 10:00 am - 2:00 am ; Sun --> 10:00 am - 2:00 am ;	No	No	No	Yes	No	No	NA	NA	Street	Yes	No	Yes	Casual	Hipster	Loud	Full Bar	Yes	No	Yes	No	Yes	http://teethbarsf.com/home/contact	NA
Tekka Japanese Restaurant	NA	NA	537 Balboa StSan Francisco, CA 94118 b/t 7th Ave & 6th Ave Inner Richmond	Mon --> 6:30 pm - 9:00 pm ; Tue --> 6:30 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 6:30 pm - 9:00 pm ; Fri --> 6:30 am - 9:00 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	No	No	No	No	NA	NA	Street	No	No	No	Casual	Casual	Quiet	Beer & Wine Only	No	No	Yes	No	Yes	NA	NA
Temo Cafe	(415) 829-2822	NA	3000 24th StSan Francisco, CA 94110 b/t Balmy St & Harrison St Mission	Mon --> 6:00 am - 7:00 pm ; Tue --> 6:00 am - 7:00 pm ; Wed --> NA - NA ; Thu --> 6:00 am - 7:00 pm ; Fri --> 6:00 am - 7:00 pm ; Sat --> 7:00 am - 7:00 pm ; Sun --> 7:00 am - 7:00 pm ;	No	No	Yes	Yes	Yes	NA	NA	Breakfast, Brunch, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Quiet	No	No	Free	Yes	No	NA	NA	NA
Tempest	(415) 495-1863	pourguys.com/tempest-bar	431 Natoma StSan Francisco, CA 94103 b/t 5th St & Mary St SoMa	Mon --> 11:00 am - 2:00 am ; Tue --> 11:00 am - 2:00 am ; Wed --> NA - NA ; Thu --> 11:00 am - 2:00 am ; Fri --> 11:00 am - 2:00 am ; Sat --> 12:00 pm - 2:00 am ; Sun --> 12:00 pm - 2:00 am ;	No	No	Yes	Yes	No	No	NA	Late Night	Street	Yes	No	Yes	Casual	Divey	Loud	Full Bar	No	Free	Yes	No	Yes	http://www.pourguys.com/connecticut-yankee/	tonypours@gmail.com
Terzo	(415) 441-3200	terzosf.com	3011 Steiner StSan Francisco, CA 94123 b/t Union St & Filbert St Marina/Cow Hollow	Mon --> 5:30 pm - 9:30 pm ; Tue --> 5:30 pm - 9:30 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 9:30 pm ; Fri --> 5:30 pm - 10:00 pm ; Sat --> 5:30 pm - 10:00 pm ; Sun --> 5:30 pm - 9:30 pm ;	Yes	No	Yes	Yes	No	NA	No	Dinner	Garage, Street	No	No	Yes	Casual	Romantic	Average	Beer & Wine Only	Yes	Free	No	No	Yes	http://terzosf.com/contact-us-2/	terzosf@niceventures.com, laurie@niceventures.com
Thai Idea Vegetarian	(415) 440-8344	thaiidearestaurant.com	710 Polk StSan Francisco, CA 94109 b/t Willow St & Eddy St Tenderloin	Mon --> 11:00 am - 3:00 pm5:00 pm - 10:00 pm ; Tue --> 11:00 am - 3:00 pm5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 3:00 pm5:00 pm - 10:00 pm ; Fri --> 11:00 am - 3:00 pm5:00 pm - 10:30 pm ; Sat --> 12:00 pm - 10:30 pm ; Sun --> 12:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	NA	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	Yes	Yes	http://thaiidearestaurant.com/	NA
Thai Nghiep Ky Mi Gia	(415) 682-8528	NA	NA	Mon --> 10:00 am - 9:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 10:00 am - 9:00 pm ; Fri --> 10:00 am - 9:00 pm ; Sat --> 9:30 am - 9:00 pm ; Sun --> 9:30 am - 9:00 pm ;	No	No	Yes	Yes	No	No	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	Yes	No	Yes	NA	NA
Thai Time Restaurant	(415) 831-3663	thaitimerestaurant.eat24hour.…	315 8th AveSan Francisco, CA 94118 b/t Geary Blvd & Clement St Inner Richmond	Mon --> NA - NA ; Tue --> 11:30 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 10:00 pm ; Sat --> 11:30 am - 10:00 pm ; Sun --> 11:30 am - 10:00 pm ;	No	Yes	Yes	Yes	No	NA	NA	Dinner	Street	Yes	Yes	No	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	NA	NA	NA
